name,price,have_stock
StatTrak™ Sawed-Off | Yorick (Well-Worn),0.17,0
StatTrak™ Sawed-Off | Zander (Battle-Scarred),0.14,0
StatTrak™ Sawed-Off | Zander (Factory New),1.29,0
StatTrak™ Sawed-Off | Zander (Field-Tested),0.21,0
StatTrak™ Sawed-Off | Zander (Minimal Wear),0.35,0
StatTrak™ Sawed-Off | Zander (Well-Worn),0.14,0
StatTrak™ Swap Tool,0.47,5
StatTrak™ Tacticians Music Kit Box,6.79,0
StatTrak™ Tec-9 | Avalanche (Battle-Scarred),1.83,0
StatTrak™ Tec-9 | Avalanche (Factory New),11.53,0
StatTrak™ Tec-9 | Avalanche (Field-Tested),2.64,0
StatTrak™ Tec-9 | Avalanche (Minimal Wear),5.22,1
StatTrak™ Tec-9 | Avalanche (Well-Worn),1.82,0
StatTrak™ Tec-9 | Bamboozle (Battle-Scarred),0.91,4
StatTrak™ Tec-9 | Bamboozle (Factory New),4.16,0
StatTrak™ Tec-9 | Bamboozle (Field-Tested),0.91,16
StatTrak™ Tec-9 | Bamboozle (Minimal Wear),1.93,3
StatTrak™ Tec-9 | Bamboozle (Well-Worn),1.19,0
StatTrak™ Tec-9 | Blue Titanium (Factory New),5.34,1
StatTrak™ Tec-9 | Brother (Battle-Scarred),0.6,1
StatTrak™ Tec-9 | Brother (Factory New),4.61,0
StatTrak™ Tec-9 | Brother (Field-Tested),0.88,1
StatTrak™ Tec-9 | Brother (Minimal Wear),1.54,0
StatTrak™ Tec-9 | Brother (Well-Worn),0.67,1
StatTrak™ Tec-9 | Cracked Opal (Battle-Scarred),0.13,2
StatTrak™ Tec-9 | Cracked Opal (Factory New),1.31,0
StatTrak™ Tec-9 | Cracked Opal (Field-Tested),0.13,0
StatTrak™ Tec-9 | Cracked Opal (Minimal Wear),0.27,5
StatTrak™ Tec-9 | Cracked Opal (Well-Worn),0.12,2
StatTrak™ Tec-9 | Cut Out (Battle-Scarred),2.59,1
StatTrak™ Tec-9 | Cut Out (Factory New),10.83,0
StatTrak™ Tec-9 | Cut Out (Field-Tested),2.69,0
StatTrak™ Tec-9 | Cut Out (Minimal Wear),3.94,0
StatTrak™ Tec-9 | Cut Out (Well-Worn),2.03,0
StatTrak™ Tec-9 | Decimator (Battle-Scarred),12.53,0
StatTrak™ Tec-9 | Decimator (Factory New),79.72,0
StatTrak™ Tec-9 | Decimator (Field-Tested),15.98,0
StatTrak™ Tec-9 | Decimator (Minimal Wear),39.76,0
StatTrak™ Tec-9 | Flash Out (Battle-Scarred),0.14,0
StatTrak™ Tec-9 | Flash Out (Factory New),1.09,0
StatTrak™ Tec-9 | Flash Out (Field-Tested),0.15,2
StatTrak™ Tec-9 | Flash Out (Minimal Wear),0.35,1
StatTrak™ Tec-9 | Flash Out (Well-Worn),0.29,0
StatTrak™ Tec-9 | Fubar (Battle-Scarred),0.12,3
StatTrak™ Tec-9 | Fubar (Field-Tested),0.16,2
StatTrak™ Tec-9 | Fubar (Minimal Wear),2.44,0
StatTrak™ Tec-9 | Fubar (Well-Worn),0.14,2
StatTrak™ Tec-9 | Fuel Injector (Battle-Scarred),4.24,0
StatTrak™ Tec-9 | Fuel Injector (Factory New),29.61,0
StatTrak™ Tec-9 | Fuel Injector (Field-Tested),4.69,0
StatTrak™ Tec-9 | Fuel Injector (Minimal Wear),10.05,0
StatTrak™ Tec-9 | Fuel Injector (Well-Worn),4.51,1
StatTrak™ Tec-9 | Ice Cap (Battle-Scarred),0.37,1
StatTrak™ Tec-9 | Ice Cap (Factory New),1.82,17
StatTrak™ Tec-9 | Ice Cap (Field-Tested),0.37,8
StatTrak™ Tec-9 | Ice Cap (Minimal Wear),1.0,2
StatTrak™ Tec-9 | Ice Cap (Well-Worn),0.41,0
StatTrak™ Tec-9 | Isaac (Battle-Scarred),1.03,1
StatTrak™ Tec-9 | Isaac (Factory New),19.69,0
StatTrak™ Tec-9 | Isaac (Field-Tested),1.86,2
StatTrak™ Tec-9 | Isaac (Minimal Wear),3.85,0
StatTrak™ Tec-9 | Isaac (Well-Worn),1.01,0
StatTrak™ Tec-9 | Jambiya (Battle-Scarred),0.26,0
StatTrak™ Tec-9 | Jambiya (Factory New),2.72,1
StatTrak™ Tec-9 | Jambiya (Field-Tested),0.38,0
StatTrak™ Tec-9 | Jambiya (Minimal Wear),0.76,0
StatTrak™ Tec-9 | Jambiya (Well-Worn),0.29,1
StatTrak™ Tec-9 | Re-Entry (Factory New),3.64,0
StatTrak™ Tec-9 | Re-Entry (Field-Tested),0.9,0
StatTrak™ Tec-9 | Re-Entry (Minimal Wear),1.61,1
StatTrak™ Tec-9 | Re-Entry (Well-Worn),0.95,1
StatTrak™ Tec-9 | Sandstorm (Battle-Scarred),0.27,5
StatTrak™ Tec-9 | Sandstorm (Field-Tested),0.46,15
StatTrak™ Tec-9 | Sandstorm (Minimal Wear),2.85,0
StatTrak™ Tec-9 | Sandstorm (Well-Worn),0.65,1
StatTrak™ Tec-9 | Snek-9 (Battle-Scarred),0.24,0
StatTrak™ Tec-9 | Snek-9 (Factory New),2.01,0
StatTrak™ Tec-9 | Snek-9 (Field-Tested),0.3,3
StatTrak™ Tec-9 | Snek-9 (Minimal Wear),0.62,2
StatTrak™ Tec-9 | Snek-9 (Well-Worn),0.22,0
StatTrak™ Tec-9 | Titanium Bit (Factory New),10.61,0
StatTrak™ Tec-9 | Titanium Bit (Minimal Wear),7.67,0
StatTrak™ UMP-45 | Arctic Wolf (Battle-Scarred),0.44,2
StatTrak™ UMP-45 | Arctic Wolf (Factory New),2.89,0
StatTrak™ UMP-45 | Arctic Wolf (Field-Tested),0.51,55
StatTrak™ UMP-45 | Arctic Wolf (Minimal Wear),0.97,0
StatTrak™ UMP-45 | Arctic Wolf (Well-Worn),0.52,0
StatTrak™ UMP-45 | Bone Pile (Field-Tested),5.7,0
StatTrak™ UMP-45 | Bone Pile (Minimal Wear),7.29,1
StatTrak™ UMP-45 | Briefing (Battle-Scarred),0.13,0
StatTrak™ UMP-45 | Briefing (Factory New),1.39,0
StatTrak™ UMP-45 | Briefing (Field-Tested),0.14,1
StatTrak™ UMP-45 | Briefing (Minimal Wear),0.29,2
StatTrak™ UMP-45 | Briefing (Well-Worn),0.13,2
StatTrak™ UMP-45 | Corporal (Battle-Scarred),0.36,0
StatTrak™ UMP-45 | Corporal (Field-Tested),0.33,1
StatTrak™ UMP-45 | Corporal (Minimal Wear),0.53,0
StatTrak™ UMP-45 | Corporal (Well-Worn),0.34,0
StatTrak™ UMP-45 | Delusion (Factory New),3.24,1
StatTrak™ UMP-45 | Delusion (Field-Tested),0.82,0
StatTrak™ UMP-45 | Delusion (Minimal Wear),1.16,0
StatTrak™ UMP-45 | Exposure (Battle-Scarred),0.77,0
StatTrak™ UMP-45 | Exposure (Factory New),3.04,2
StatTrak™ UMP-45 | Exposure (Field-Tested),0.98,2
StatTrak™ UMP-45 | Exposure (Minimal Wear),1.51,2
StatTrak™ UMP-45 | Exposure (Well-Worn),1.01,9
StatTrak™ UMP-45 | Gold Bismuth (Battle-Scarred),0.87,0
StatTrak™ UMP-45 | Gold Bismuth (Factory New),5.25,0
StatTrak™ UMP-45 | Gold Bismuth (Field-Tested),1.6,7
StatTrak™ UMP-45 | Gold Bismuth (Minimal Wear),3.24,0
StatTrak™ UMP-45 | Gold Bismuth (Well-Worn),1.42,1
StatTrak™ UMP-45 | Grand Prix (Field-Tested),0.54,4
StatTrak™ UMP-45 | Labyrinth (Factory New),0.81,4
StatTrak™ UMP-45 | Labyrinth (Field-Tested),0.22,0
StatTrak™ UMP-45 | Labyrinth (Minimal Wear),0.35,2
StatTrak™ UMP-45 | Labyrinth (Well-Worn),0.29,0
StatTrak™ UMP-45 | Metal Flowers (Battle-Scarred),1.76,0
StatTrak™ UMP-45 | Metal Flowers (Factory New),3.35,0
StatTrak™ UMP-45 | Metal Flowers (Field-Tested),2.16,1
StatTrak™ UMP-45 | Metal Flowers (Minimal Wear),2.97,1
StatTrak™ UMP-45 | Momentum (Battle-Scarred),6.48,22
StatTrak™ UMP-45 | Momentum (Factory New),19.84,1
StatTrak™ UMP-45 | Momentum (Field-Tested),7.39,1
StatTrak™ UMP-45 | Momentum (Minimal Wear),12.68,15
StatTrak™ UMP-45 | Momentum (Well-Worn),7.18,0
StatTrak™ UMP-45 | Moonrise (Factory New),3.26,0
StatTrak™ UMP-45 | Moonrise (Field-Tested),0.36,0
StatTrak™ UMP-45 | Moonrise (Minimal Wear),1.26,10
StatTrak™ UMP-45 | Moonrise (Well-Worn),1.2,0
StatTrak™ UMP-45 | Oscillator (Battle-Scarred),0.38,0
StatTrak™ UMP-45 | Oscillator (Factory New),1.66,0
StatTrak™ UMP-45 | Oscillator (Field-Tested),0.32,1
StatTrak™ UMP-45 | Oscillator (Minimal Wear),0.63,1
StatTrak™ UMP-45 | Oscillator (Well-Worn),0.33,0
StatTrak™ UMP-45 | Plastique (Battle-Scarred),0.87,0
StatTrak™ UMP-45 | Plastique (Factory New),5.35,0
StatTrak™ UMP-45 | Plastique (Field-Tested),1.06,3
StatTrak™ UMP-45 | Plastique (Minimal Wear),1.93,0
StatTrak™ UMP-45 | Plastique (Well-Worn),1.21,0
StatTrak™ UMP-45 | Primal Saber (Battle-Scarred),3.69,25
StatTrak™ UMP-45 | Primal Saber (Factory New),23.14,0
StatTrak™ UMP-45 | Primal Saber (Field-Tested),4.74,2
StatTrak™ UMP-45 | Primal Saber (Minimal Wear),9.35,0
StatTrak™ UMP-45 | Primal Saber (Well-Worn),5.08,2
StatTrak™ UMP-45 | Riot (Battle-Scarred),0.23,0
StatTrak™ UMP-45 | Riot (Factory New),1.07,3
StatTrak™ UMP-45 | Riot (Field-Tested),0.27,3
StatTrak™ UMP-45 | Riot (Minimal Wear),0.55,2
StatTrak™ UMP-45 | Riot (Well-Worn),0.41,1
StatTrak™ UMP-45 | Scaffold (Battle-Scarred),1.55,1
StatTrak™ UMP-45 | Scaffold (Factory New),5.1,0
StatTrak™ UMP-45 | Scaffold (Field-Tested),1.91,0
StatTrak™ UMP-45 | Scaffold (Minimal Wear),2.83,4
StatTrak™ UMP-45 | Scaffold (Well-Worn),1.69,0
StatTrak™ USP-S | Black Lotus (Battle-Scarred),1.65,6
StatTrak™ USP-S | Black Lotus (Factory New),10.64,0
StatTrak™ USP-S | Black Lotus (Field-Tested),1.83,25
StatTrak™ USP-S | Black Lotus (Minimal Wear),3.43,18
StatTrak™ USP-S | Black Lotus (Well-Worn),1.79,14
StatTrak™ USP-S | Blood Tiger (Factory New),8.14,0
StatTrak™ USP-S | Blood Tiger (Field-Tested),2.1,0
StatTrak™ USP-S | Blood Tiger (Minimal Wear),3.09,10
StatTrak™ USP-S | Blueprint (Battle-Scarred),8.03,6
StatTrak™ USP-S | Blueprint (Factory New),103.96,1
StatTrak™ USP-S | Blueprint (Field-Tested),11.87,0
StatTrak™ USP-S | Blueprint (Minimal Wear),31.12,0
StatTrak™ USP-S | Blueprint (Well-Worn),11.73,0
StatTrak™ USP-S | Caiman (Factory New),94.38,0
StatTrak™ USP-S | Caiman (Field-Tested),41.88,2
StatTrak™ USP-S | Caiman (Minimal Wear),67.27,0
StatTrak™ USP-S | Cortex (Battle-Scarred),4.09,0
StatTrak™ USP-S | Cortex (Factory New),30.49,1
StatTrak™ USP-S | Cortex (Field-Tested),5.32,1
StatTrak™ USP-S | Cortex (Minimal Wear),9.71,0
StatTrak™ USP-S | Cortex (Well-Worn),4.33,0
StatTrak™ USP-S | Cyrex (Battle-Scarred),3.83,73
StatTrak™ USP-S | Cyrex (Factory New),10.71,1
StatTrak™ USP-S | Cyrex (Field-Tested),3.3,0
StatTrak™ USP-S | Cyrex (Minimal Wear),5.94,0
StatTrak™ USP-S | Cyrex (Well-Worn),4.24,0
StatTrak™ USP-S | Dark Water (Field-Tested),79.5,0
StatTrak™ USP-S | Dark Water (Minimal Wear),99.62,0
StatTrak™ USP-S | Flashback (Battle-Scarred),2.28,0
StatTrak™ USP-S | Flashback (Factory New),3.35,2
StatTrak™ USP-S | Flashback (Field-Tested),1.71,17
StatTrak™ USP-S | Flashback (Minimal Wear),2.17,22
StatTrak™ USP-S | Flashback (Well-Worn),2.41,3
StatTrak™ USP-S | Guardian (Factory New),11.09,28
StatTrak™ USP-S | Guardian (Field-Tested),3.51,25
StatTrak™ USP-S | Guardian (Minimal Wear),6.36,0
StatTrak™ USP-S | Kill Confirmed (Battle-Scarred),98.65,2
StatTrak™ USP-S | Kill Confirmed (Factory New),612.79,0
StatTrak™ USP-S | Kill Confirmed (Field-Tested),167.5,0
StatTrak™ USP-S | Kill Confirmed (Minimal Wear),327.9,0
StatTrak™ USP-S | Kill Confirmed (Well-Worn),123.79,0
StatTrak™ USP-S | Lead Conduit (Battle-Scarred),1.7,3
StatTrak™ USP-S | Lead Conduit (Factory New),9.98,0
StatTrak™ USP-S | Lead Conduit (Field-Tested),1.66,2
StatTrak™ USP-S | Lead Conduit (Minimal Wear),2.25,0
StatTrak™ USP-S | Lead Conduit (Well-Worn),1.61,0
StatTrak™ USP-S | Monster Mashup (Battle-Scarred),8.89,0
StatTrak™ USP-S | Monster Mashup (Factory New),54.37,1
StatTrak™ USP-S | Monster Mashup (Field-Tested),13.49,0
StatTrak™ USP-S | Monster Mashup (Minimal Wear),34.7,3
StatTrak™ USP-S | Monster Mashup (Well-Worn),11.26,0
StatTrak™ USP-S | Neo-Noir (Battle-Scarred),30.56,6
StatTrak™ USP-S | Neo-Noir (Factory New),149.91,0
StatTrak™ USP-S | Neo-Noir (Field-Tested),47.46,0
StatTrak™ USP-S | Neo-Noir (Minimal Wear),85.82,0
StatTrak™ USP-S | Neo-Noir (Well-Worn),57.68,0
StatTrak™ USP-S | Orion (Factory New),117.38,1
StatTrak™ USP-S | Orion (Field-Tested),65.39,0
StatTrak™ USP-S | Orion (Minimal Wear),81.67,1
StatTrak™ USP-S | Overgrowth (Field-Tested),42.96,0
StatTrak™ USP-S | Overgrowth (Minimal Wear),52.38,0
StatTrak™ USP-S | Serum (Factory New),50.1,0
StatTrak™ USP-S | Serum (Field-Tested),33.92,0
StatTrak™ USP-S | Serum (Minimal Wear),35.52,2
StatTrak™ USP-S | Stainless (Battle-Scarred),10.85,0
StatTrak™ USP-S | Stainless (Factory New),78.56,0
StatTrak™ USP-S | Stainless (Field-Tested),15.03,52
StatTrak™ USP-S | Stainless (Minimal Wear),29.22,0
StatTrak™ USP-S | Stainless (Well-Worn),13.78,0
StatTrak™ USP-S | The Traitor (Battle-Scarred),32.14,20
StatTrak™ USP-S | The Traitor (Factory New),264.17,0
StatTrak™ USP-S | The Traitor (Field-Tested),59.06,8
StatTrak™ USP-S | The Traitor (Minimal Wear),99.73,0
StatTrak™ USP-S | The Traitor (Well-Worn),37.95,0
StatTrak™ USP-S | Ticket to Hell (Battle-Scarred),1.89,0
StatTrak™ USP-S | Ticket to Hell (Factory New),22.35,0
StatTrak™ USP-S | Ticket to Hell (Field-Tested),5.25,5
StatTrak™ USP-S | Ticket to Hell (Minimal Wear),11.66,66
StatTrak™ USP-S | Ticket to Hell (Well-Worn),6.2,1
StatTrak™ USP-S | Torque (Battle-Scarred),2.6,0
StatTrak™ USP-S | Torque (Factory New),4.22,1
StatTrak™ USP-S | Torque (Field-Tested),1.96,4
StatTrak™ USP-S | Torque (Minimal Wear),3.05,5
StatTrak™ USP-S | Torque (Well-Worn),3.11,1
StatTrak™ XM1014 | Black Tie (Battle-Scarred),0.6,2
StatTrak™ XM1014 | Black Tie (Factory New),6.25,0
StatTrak™ XM1014 | Black Tie (Field-Tested),0.8,0
StatTrak™ XM1014 | Black Tie (Minimal Wear),2.56,0
StatTrak™ XM1014 | Black Tie (Well-Worn),1.18,3
StatTrak™ XM1014 | Entombed (Battle-Scarred),6.16,0
StatTrak™ XM1014 | Entombed (Factory New),19.45,0
StatTrak™ XM1014 | Entombed (Field-Tested),7.68,1
StatTrak™ XM1014 | Entombed (Minimal Wear),12.57,0
StatTrak™ XM1014 | Entombed (Well-Worn),5.68,0
StatTrak™ XM1014 | Heaven Guard (Factory New),13.93,0
StatTrak™ XM1014 | Heaven Guard (Field-Tested),7.77,0
StatTrak™ XM1014 | Heaven Guard (Minimal Wear),10.73,0
StatTrak™ XM1014 | Incinegator (Battle-Scarred),3.03,0
StatTrak™ XM1014 | Incinegator (Field-Tested),4.21,0
StatTrak™ XM1014 | Oxide Blaze (Battle-Scarred),0.1,2
StatTrak™ XM1014 | Oxide Blaze (Factory New),0.55,0
StatTrak™ XM1014 | Oxide Blaze (Field-Tested),0.1,7
StatTrak™ XM1014 | Oxide Blaze (Minimal Wear),0.2,1
StatTrak™ XM1014 | Oxide Blaze (Well-Worn),0.11,0
StatTrak™ XM1014 | Quicksilver (Battle-Scarred),0.37,0
StatTrak™ XM1014 | Quicksilver (Factory New),0.96,1
StatTrak™ XM1014 | Quicksilver (Field-Tested),0.33,0
StatTrak™ XM1014 | Quicksilver (Minimal Wear),0.5,0
StatTrak™ XM1014 | Quicksilver (Well-Worn),0.48,0
StatTrak™ XM1014 | Red Python (Field-Tested),1.37,0
StatTrak™ XM1014 | Red Python (Minimal Wear),2.66,0
StatTrak™ XM1014 | Red Python (Well-Worn),1.25,0
StatTrak™ XM1014 | Scumbria (Battle-Scarred),0.26,0
StatTrak™ XM1014 | Scumbria (Factory New),2.11,0
StatTrak™ XM1014 | Scumbria (Field-Tested),0.41,1
StatTrak™ XM1014 | Scumbria (Minimal Wear),0.7,0
StatTrak™ XM1014 | Scumbria (Well-Worn),0.3,1
StatTrak™ XM1014 | Seasons (Battle-Scarred),1.63,0
StatTrak™ XM1014 | Seasons (Factory New),4.31,0
StatTrak™ XM1014 | Seasons (Field-Tested),2.02,0
StatTrak™ XM1014 | Seasons (Minimal Wear),2.9,3
StatTrak™ XM1014 | Seasons (Well-Worn),1.85,0
StatTrak™ XM1014 | Slipstream (Battle-Scarred),0.17,0
StatTrak™ XM1014 | Slipstream (Factory New),0.83,2
StatTrak™ XM1014 | Slipstream (Field-Tested),0.17,2
StatTrak™ XM1014 | Slipstream (Minimal Wear),0.46,0
StatTrak™ XM1014 | Slipstream (Well-Worn),0.25,5
StatTrak™ XM1014 | Teclu Burner (Battle-Scarred),1.53,0
StatTrak™ XM1014 | Teclu Burner (Factory New),6.16,0
StatTrak™ XM1014 | Teclu Burner (Field-Tested),1.84,3
StatTrak™ XM1014 | Teclu Burner (Minimal Wear),3.63,0
StatTrak™ XM1014 | Teclu Burner (Well-Worn),1.67,0
StatTrak™ XM1014 | Tranquility (Factory New),54.24,0
StatTrak™ XM1014 | Tranquility (Field-Tested),9.13,0
StatTrak™ XM1014 | Tranquility (Minimal Wear),21.36,0
StatTrak™ XM1014 | Watchdog (Battle-Scarred),0.18,3
StatTrak™ XM1014 | Watchdog (Factory New),4.01,1
StatTrak™ XM1014 | Watchdog (Field-Tested),0.32,4
StatTrak™ XM1014 | Watchdog (Minimal Wear),0.83,1
StatTrak™ XM1014 | Watchdog (Well-Worn),0.19,4
StatTrak™ XM1014 | XOXO (Battle-Scarred),2.87,3
StatTrak™ XM1014 | XOXO (Factory New),24.33,0
StatTrak™ XM1014 | XOXO (Field-Tested),4.27,0
StatTrak™ XM1014 | XOXO (Minimal Wear),10.05,1
StatTrak™ XM1014 | XOXO (Well-Worn),3.12,0
StatTrak™ XM1014 | Ziggy (Battle-Scarred),0.75,2
StatTrak™ XM1014 | Ziggy (Factory New),2.97,1
StatTrak™ XM1014 | Ziggy (Field-Tested),0.84,0
StatTrak™ XM1014 | Ziggy (Minimal Wear),1.61,0
StatTrak™ XM1014 | Ziggy (Well-Worn),0.79,0
StatTrak™ XM1014 | Zombie Offensive (Battle-Scarred),0.55,0
StatTrak™ XM1014 | Zombie Offensive (Factory New),3.81,0
StatTrak™ XM1014 | Zombie Offensive (Field-Tested),0.93,15
StatTrak™ XM1014 | Zombie Offensive (Minimal Wear),2.03,0
StatTrak™ XM1014 | Zombie Offensive (Well-Worn),0.64,0
Sticker Capsule,0.69,5
Sticker Capsule 2,17.65,4
Sticker | 100 Thieves (Foil) | 2020 RMR,0.1,54
Sticker | 100 Thieves (Gold) | 2020 RMR,1.29,29
Sticker | 100 Thieves (Holo) | 2020 RMR,0.02,0
Sticker | 100 Thieves (Holo) | Boston 2018,150.01,0
Sticker | 100 Thieves | 2020 RMR,0.03,0
Sticker | 100 Thieves | Boston 2018,11.92,6
Sticker | 3DMAX (Foil) | Katowice 2015,154.3,0
Sticker | 3DMAX (Holo) | Katowice 2015,200.78,0
Sticker | 3DMAX | Katowice 2015,42.78,0
Sticker | ALEX (Foil) | Berlin 2019,0.18,0
Sticker | ALEX (Foil) | Katowice 2019,2.35,1
Sticker | ALEX (Gold) | Berlin 2019,6.38,0
Sticker | ALEX | Berlin 2019,0.02,0
Sticker | AMANEK (Gold) | Stockholm 2021,3.96,0
Sticker | AMANEK (Holo) | Stockholm 2021,0.23,66
Sticker | AMANEK | Stockholm 2021,0.02,0
Sticker | ANDROID (Foil) | London 2018,0.63,0
Sticker | ANDROID | London 2018,0.15,0
Sticker | ANGE1 (Foil) | Berlin 2019,0.11,0
Sticker | ANGE1 (Foil) | Katowice 2019,1.17,1
Sticker | ANGE1 (Gold) | Berlin 2019,4.16,0
Sticker | ANGE1 | Berlin 2019,0.02,0
Sticker | ANGE1 | Katowice 2019,0.19,0
Sticker | ANGE1 | London 2018,0.15,1
Sticker | AZR (Foil) | Berlin 2019,0.08,0
Sticker | AZR (Foil) | Boston 2018,2.44,0
Sticker | AZR (Gold) | Berlin 2019,4.68,0
Sticker | AZR | Berlin 2019,0.02,0
Sticker | AZR | Boston 2018,0.85,0
Sticker | AZR | Katowice 2019,0.14,1
Sticker | AZR | London 2018,0.17,0
Sticker | Abalone Strafe (Holo),1.26,2
Sticker | Ace Devil (Foil),3.72,1
Sticker | Aces High,0.94,0
Sticker | Aces High (Holo),3.96,12
Sticker | Adepta Sororitas,0.7,0
Sticker | AdreN (Foil) | Berlin 2019,0.13,1
Sticker | AdreN (Foil) | Boston 2018,2.22,0
Sticker | AdreN (Foil) | Katowice 2019,0.61,1
Sticker | AdreN (Foil) | Krakow 2017,17.56,0
Sticker | AdreN (Gold) | Berlin 2019,3.88,0
Sticker | AdreN | Berlin 2019,0.02,0
Sticker | AdreN | Boston 2018,0.59,0
Sticker | AdreN | Katowice 2019,0.13,0
Sticker | AdreN | Krakow 2017,2.7,0
Sticker | AdreN | London 2018,2.27,0
Sticker | Aeldari Avatar,0.17,0
Sticker | Aerial (Foil) | Berlin 2019,0.1,0
Sticker | Aerial (Foil) | Katowice 2019,0.84,1
Sticker | Aerial | Berlin 2019,0.02,0
Sticker | After Hours Stabbyfish,0.05,0
Sticker | Akihabara Accept Surf Ava (Foil),1.31,1
Sticker | Aleksib (Foil) | Berlin 2019,0.24,0
Sticker | Aleksib (Foil) | Katowice 2019,3.74,0
Sticker | Aleksib (Gold) | Berlin 2019,12.21,0
Sticker | Aleksib | Antwerp 2022,0.02,0
Sticker | Aleksib | Berlin 2019,0.03,0
Sticker | Aleksib | Katowice 2019,0.53,0
Sticker | All Hail the King (Foil),1.06,0
Sticker | AmaNEk (Foil) | Berlin 2019,0.2,0
Sticker | AmaNEk (Gold) | Berlin 2019,6.96,0
Sticker | AmaNEk | Berlin 2019,0.02,0
Sticker | AmaNEk | Boston 2018,1.86,1
Sticker | Ancient Beast,0.02,0
Sticker | Ancient Beast (Foil),0.29,1
Sticker | Ancient Marauder,0.15,87
Sticker | Ancient Protector,0.04,0
Sticker | Assassin,1.42,5
Sticker | Assassin (Holo),2.84,1
Sticker | Astralis (Foil) | 2020 RMR,0.55,7
Sticker | Astralis (Foil) | Berlin 2019,1.94,0
Sticker | Astralis (Foil) | Katowice 2019,10.51,1
Sticker | Astralis (Gold) | 2020 RMR,2.74,53
Sticker | Astralis (Holo) | 2020 RMR,0.14,113
Sticker | Astralis (Holo) | Atlanta 2017,30.05,0
Sticker | Astralis (Holo) | Berlin 2019,0.25,0
Sticker | Astralis (Holo) | Boston 2018,14.76,0
Sticker | Astralis (Holo) | Cologne 2016,19.06,1
Sticker | Astralis (Holo) | Katowice 2019,2.12,5
Sticker | Astralis (Holo) | Krakow 2017,4.18,2
Sticker | Astralis (Holo) | London 2018,5.93,0
Sticker | Astralis (Holo) | MLG Columbus 2016,5.81,0
Sticker | Astralis (Holo) | Stockholm 2021,1.64,86
Sticker | Astralis | 2020 RMR,0.02,0
Sticker | Astralis | Antwerp 2022,0.05,0
Sticker | Astralis | Atlanta 2017,3.66,0
Sticker | Astralis | Berlin 2019,0.3,0
Sticker | Astralis | Boston 2018,3.16,3
Sticker | Astralis | Cologne 2016,5.41,13
Sticker | Astralis | Katowice 2019,0.47,9
Sticker | Astralis | Krakow 2017,1.1,0
Sticker | Astralis | London 2018,0.49,8
Sticker | Astralis | MLG Columbus 2016,1.73,0
Sticker | Astralis | Stockholm 2021,0.11,82
Sticker | Attacker (Foil) | Berlin 2019,0.47,0
Sticker | Attacker (Foil) | Katowice 2019,1.0,0
Sticker | Attacker | Berlin 2019,0.09,1
Sticker | Attacker | Boston 2018,1.1,0
Sticker | Attacker | Katowice 2019,0.18,0
Sticker | Avangar (Foil) | Berlin 2019,2.73,5
Sticker | Avangar (Holo) | Berlin 2019,0.73,2
Sticker | Avangar (Holo) | Boston 2018,23.08,1
Sticker | Avangar (Holo) | Katowice 2019,1.12,23
Sticker | Avangar | Berlin 2019,0.18,0
Sticker | Avangar | Boston 2018,3.55,0
Sticker | Avangar | Katowice 2019,0.86,1
Sticker | Awp Country,1.07,0
Sticker | Ax1Le | Antwerp 2022,0.03,0
Sticker | Ax1Le | Stockholm 2021,0.02,0
Sticker | Aztec,0.09,0
Sticker | B Hop,0.27,31
Sticker | B1ad3 (Foil) | Boston 2018,4.43,0
Sticker | B1ad3 (Foil) | Cologne 2015,6.07,0
Sticker | B1ad3 | Boston 2018,1.17,0
Sticker | B1ad3 | Krakow 2017,2.65,0
Sticker | BF 2042,0.27,0
Sticker | BIG (Foil) | 2020 RMR,0.12,11
Sticker | BIG (Foil) | Katowice 2019,10.1,2
Sticker | BIG (Gold) | 2020 RMR,2.45,19
Sticker | BIG (Holo) | 2020 RMR,0.02,0
Sticker | BIG (Holo) | Boston 2018,6.33,0
Sticker | BIG (Holo) | Katowice 2019,2.5,0
Sticker | BIG (Holo) | Krakow 2017,3.32,1
Sticker | BIG (Holo) | London 2018,5.01,0
Sticker | BIG (Holo) | Stockholm 2021,1.24,108
Sticker | BIG | 2020 RMR,0.03,0
Sticker | BIG | Antwerp 2022,0.02,0
Sticker | BIG | Boston 2018,1.37,0
Sticker | BIG | Katowice 2019,5.33,0
Sticker | BIG | Krakow 2017,0.7,22
Sticker | BIG | London 2018,0.88,0
Sticker | BIG | Stockholm 2021,0.03,0
Sticker | Baaa-ckstabber!,1.1,0
Sticker | Backstab,0.28,0
Sticker | Badge of Service,0.02,0
Sticker | Baited,0.33,0
Sticker | Baited (Holo),1.45,0
Sticker | Banana,0.88,0
Sticker | Bash (Holo),3.6,0
Sticker | Basilisk,0.36,0
Sticker | Basilisk (Foil),6.76,0
Sticker | Battle Scarred,1.26,14
Sticker | Battle Scarred (Holo),3.87,0
Sticker | Battlefield Portal,0.11,0
Sticker | Big Clucks,0.82,2
Sticker | Big Clucks (Foil),2.15,0
Sticker | Big Hugs,0.04,0
Sticker | Big Hugs (Holo),0.3,0
Sticker | Bish (Holo),3.73,0
Sticker | Bite Me,0.36,3
Sticker | Bite Me (Foil),2.26,0
Sticker | Black Dog,0.58,0
Sticker | Black Jaggyfish,0.16,32
Sticker | Black Shark Shooter,0.03,0
Sticker | Blaze Surf K (Foil),1.55,2
